feature name,raster name,raster group,band description,year,period,feature_area_ha,valid_pixel_area_ha,min,max,std,mean,p1,p5,p10,p25,p75,p90,p95,p99
Siana Dispersal Area - More Space 4 Wildlife,gpw_livestock.systems_grassland.cropland.rules_c_1km_20160101_20161231_go_epsg.4326_v1,unknown,band_1,2016,01-01 -- 12-31,64548.62886,49691.33503,1,4,0.298831992,1.076069731,1,1,1,1,1,1,2,2
OTTO - Support to Nasaru Conservancy,gpw_livestock.systems_grassland.cropland.rules_c_1km_20160101_20161231_go_epsg.4326_v1,unknown,band_1,2016,01-01 -- 12-31,69697.25079,55102.39603,1,4,1.300059653,1.811428571,1,1,1,1,3.25,4,4,4
Land for Life,gpw_livestock.systems_grassland.cropland.rules_c_1km_20160101_20161231_go_epsg.4326_v1,unknown,band_1,2016,01-01 -- 12-31,886805.3359,709686.2233,1,4,0.673638096,1.228840821,1,1,1,1,1,2,3,4
Pachyderm,gpw_livestock.systems_grassland.cropland.rules_c_1km_20160101_20161231_go_epsg.4326_v1,unknown,band_1,2016,01-01 -- 12-31,807810.2672,735124.773,1,4,0.542515711,1.918786065,1,1,1,2,2,2,3,4
MRC/MWCP,gpw_livestock.systems_grassland.cropland.rules_c_1km_20160101_20161231_go_epsg.4326_v1,unknown,band_1,2016,01-01 -- 12-31,428082.6303,288213.7437,1,4,0.897608601,3.533606557,1,1,2,3,4,4,4,4
Harmony in Habitat (HIH) - Tsavo,gpw_livestock.systems_grassland.cropland.rules_c_1km_20160101_20161231_go_epsg.4326_v1,unknown,band_1,2016,01-01 -- 12-31,660185.7824,651530.0655,1,4,0.658124264,1.502593799,1,1,1,1,2,2,2,4
"BMZ II (Olgulului GR, Kimana GR, Kimana - Nolturesh",gpw_livestock.systems_grassland.cropland.rules_c_1km_20160101_20161231_go_epsg.4326_v1,unknown,band_1,2016,01-01 -- 12-31,308640.3885,269360.8737,1,4,1.121116199,1.5314052,1,1,1,1,1,4,4,4
Harmony in Habitat (HIH) - Mau,gpw_livestock.systems_grassland.cropland.rules_c_1km_20160101_20161231_go_epsg.4326_v1,unknown,band_1,2016,01-01 -- 12-31,168550.7956,75701.47574,2,4,0.854858818,3.408949011,2,2,2,3,4,4,4,4
BMZ II (TZ),gpw_livestock.systems_grassland.cropland.rules_c_1km_20160101_20161231_go_epsg.4326_v1,unknown,band_1,2016,01-01 -- 12-31,254278.8993,208367.3795,1,4,1.094980684,2.589433962,1,1,1,2,4,4,4,4
REDAA,gpw_livestock.systems_grassland.cropland.rules_c_1km_20160101_20161231_go_epsg.4326_v1,unknown,band_1,2016,01-01 -- 12-31,99249.12992,98826.38047,1,4,0.190710891,1.015923567,1,1,1,1,1,1,1,1
IWT and Darwin innovation project,gpw_livestock.pot.land_grassland.cropland.rules_p_1km_20070101_20071231_go_epsg.4326_v1,unknown,band_1,2007,01-01 -- 12-31,96800.3271,88916.22737,1,100,32.4801759,78.3380531,1,7.45,18,59,100,100,100,100
FLR - Amboseli,gpw_livestock.pot.land_grassland.cropland.rules_p_1km_20070101_20071231_go_epsg.4326_v1,unknown,band_1,2007,01-01 -- 12-31,25138.82358,18726.49781,1,97,22.9596645,27.97058824,1,3,4,8,45,62,67,92.63
Siana Dispersal Area - More Space 4 Wildlife,gpw_livestock.pot.land_grassland.cropland.rules_p_1km_20070101_20071231_go_epsg.4326_v1,unknown,band_1,2007,01-01 -- 12-31,64548.62886,48825.08355,1,100,37.19615283,60.13709677,1,1,3,23.75,97,100,100,100
OTTO - Support to Nasaru Conservancy,gpw_livestock.pot.land_grassland.cropland.rules_p_1km_20070101_20071231_go_epsg.4326_v1,unknown,band_1,2007,01-01 -- 12-31,69697.25079,52347.27623,1,100,41.03120744,60.12631579,1,1,2,12,100,100,100,100
Land for Life,gpw_livestock.pot.land_grassland.cropland.rules_p_1km_20070101_20071231_go_epsg.4326_v1,unknown,band_1,2007,01-01 -- 12-31,886805.3359,697956.5231,1,100,37.85651961,68.87897586,1,2,5,31,100,100,100,100
Pachyderm,gpw_livestock.pot.land_grassland.cropland.rules_p_1km_20070101_20071231_go_epsg.4326_v1,unknown,band_1,2007,01-01 -- 12-31,807810.2672,759005.7231,1,100,33.95341286,49.93365763,1,2,5,17,83,98,100,100
MRC/MWCP,gpw_livestock.pot.land_grassland.cropland.rules_p_1km_20070101_20071231_go_epsg.4326_v1,unknown,band_1,2007,01-01 -- 12-31,428082.6303,322468.6559,1,100,22.69977524,27.99242979,1,1,3,8,45,61,67,100
Harmony in Habitat (HIH) - Tsavo,gpw_livestock.pot.land_grassland.cropland.rules_p_1km_20070101_20071231_go_epsg.4326_v1,unknown,band_1,2007,01-01 -- 12-31,660185.7824,650508.2425,1,100,29.43178756,80.64354761,2,11,27,69,100,100,100,100
"BMZ II (Olgulului GR, Kimana GR, Kimana - Nolturesh",gpw_livestock.pot.land_grassland.cropland.rules_p_1km_20070101_20071231_go_epsg.4326_v1,unknown,band_1,2007,01-01 -- 12-31,308640.3885,268416.5762,1,100,35.7337272,73.29785987,1,4,10,44,100,100,100,100
Harmony in Habitat (HIH) - Mau,gpw_livestock.pot.land_grassland.cropland.rules_p_1km_20070101_20071231_go_epsg.4326_v1,unknown,band_1,2007,01-01 -- 12-31,168550.7956,74283.55008,1,100,28.81818524,35.00212089,1,1,2,6,61,72,80,100
BMZ II (TZ),gpw_livestock.pot.land_grassland.cropland.rules_p_1km_20070101_20071231_go_epsg.4326_v1,unknown,band_1,2007,01-01 -- 12-31,254278.8993,204671.8071,1,100,28.80744879,30.3084902,1,1,2,6.5,45,81,96,100
REDAA,gpw_livestock.pot.land_grassland.cropland.rules_p_1km_20070101_20071231_go_epsg.4326_v1,unknown,band_1,2007,01-01 -- 12-31,99249.12992,98826.38047,5,100,12.87876226,96.04617834,29,74,91,99,100,100,100,100
IWT and Darwin innovation project,gpw_gpp.daily.grass_lue.model_m_30m_s_20210301_20210430_go_epsg.4326_v1,unknown,band_1,2021,03-01 -- 04-30,96800.3271,67604.41737,0,86,13.2236038,27.13905926,1,5,10,17,37,44,48,56
FLR - Amboseli,gpw_gpp.daily.grass_lue.model_m_30m_s_20210301_20210430_go_epsg.4326_v1,unknown,band_1,2021,03-01 -- 04-30,25138.82358,1369.646999,3,83,10.47957868,26.15523142,10,13,15,18,32,42,46,53
Siana Dispersal Area - More Space 4 Wildlife,gpw_gpp.daily.grass_lue.model_m_30m_s_20210301_20210430_go_epsg.4326_v1,unknown,band_1,2021,03-01 -- 04-30,64548.62886,25136.35846,2,80,9.780970914,43.41344706,24,29,31,36,50,57,61,67
OTTO - Support to Nasaru Conservancy,gpw_gpp.daily.grass_lue.model_m_30m_s_20210301_20210430_go_epsg.4326_v1,unknown,band_1,2021,03-01 -- 04-30,69697.25079,28093.80373,0,66,7.912834098,23.87873332,10,13,15,18,29,35,38,45
Land for Life,gpw_gpp.daily.grass_lue.model_m_30m_s_20210301_20210430_go_epsg.4326_v1,unknown,band_1,2021,03-01 -- 04-30,886805.3359,541368.6118,0,98,15.60538375,27.35914085,1,5,8,15,38,49,56,67
Pachyderm,gpw_gpp.daily.grass_lue.model_m_30m_s_20210301_20210430_go_epsg.4326_v1,unknown,band_1,2021,03-01 -- 04-30,807810.2672,214058.6712,0,100,13.9432837,28.08895673,7,9,12,17,36,47,53,69
MRC/MWCP,gpw_gpp.daily.grass_lue.model_m_30m_s_20210301_20210430_go_epsg.4326_v1,unknown,band_1,2021,03-01 -- 04-30,428082.6303,11656.21982,0,95,14.0590998,48.5430021,20,28,31,38,57,68,74,82
Harmony in Habitat (HIH) - Tsavo,gpw_gpp.daily.grass_lue.model_m_30m_s_20210301_20210430_go_epsg.4326_v1,unknown,band_1,2021,03-01 -- 04-30,660185.7824,500419.6733,0,77,7.712420986,27.68741888,12,16,19,23,32,38,42,49
"BMZ II (Olgulului GR, Kimana GR, Kimana - Nolturesh",gpw_gpp.daily.grass_lue.model_m_30m_s_20210301_20210430_go_epsg.4326_v1,unknown,band_1,2021,03-01 -- 04-30,308640.3885,191469.1937,0,81,10.22993713,22.02007449,4,7,10,14,29,36,41,49
Harmony in Habitat (HIH) - Mau,gpw_gpp.daily.grass_lue.model_m_30m_s_20210301_20210430_go_epsg.4326_v1,unknown,band_1,2021,03-01 -- 04-30,168550.7956,7663.123161,16,102,13.96920412,69.79596446,35,44,48,61,80,86,89,94
BMZ II (TZ),gpw_gpp.daily.grass_lue.model_m_30m_s_20210301_20210430_go_epsg.4326_v1,unknown,band_1,2021,03-01 -- 04-30,254278.8993,36299.053,0,98,16.90573424,27.82511159,0,0,5,15,39,51,58,70
REDAA,gpw_gpp.daily.grass_lue.model_m_30m_s_20210301_20210430_go_epsg.4326_v1,unknown,band_1,2021,03-01 -- 04-30,99249.12992,93500.85525,0,68,10.66363985,17.45083397,2,4,6,9,24,33,39,46
IWT and Darwin innovation project,gpw_gpp.daily.grass_lue.model_m_30m_s_20170101_20170228_go_epsg.4326_v1,unknown,band_1,2017,01-01 -- 02-28,96800.3271,66156.54606,0,108,8.433402825,13.15927353,2,4,5,6,19,25,29,35
FLR - Amboseli,gpw_gpp.daily.grass_lue.model_m_30m_s_20170101_20170228_go_epsg.4326_v1,unknown,band_1,2017,01-01 -- 02-28,25138.82358,1795.563034,2,100,6.629759833,10.49178364,3,4,4,6,15,19,21,24
Siana Dispersal Area - More Space 4 Wildlife,gpw_gpp.daily.grass_lue.model_m_30m_s_20170101_20170228_go_epsg.4326_v1,unknown,band_1,2017,01-01 -- 02-28,64548.62886,29381.55851,10,71,11.2350707,30.46409791,12,14,16,21,38,46,50,57
OTTO - Support to Nasaru Conservancy,gpw_gpp.daily.grass_lue.model_m_30m_s_20170101_20170228_go_epsg.4326_v1,unknown,band_1,2017,01-01 -- 02-28,69697.25079,30632.52317,1,31,4.455440507,7.620717519,2,3,3,5,9,14,17,21
Land for Life,gpw_gpp.daily.grass_lue.model_m_30m_s_20170101_20170228_go_epsg.4326_v1,unknown,band_1,2017,01-01 -- 02-28,886805.3359,572174.4137,0,110,12.2530935,15.68297374,0,0,1,5,23,32,39,50
Pachyderm,gpw_gpp.daily.grass_lue.model_m_30m_s_20170101_20170228_go_epsg.4326_v1,unknown,band_1,2017,01-01 -- 02-28,807810.2672,318537.1294,0,117,14.74091977,23.96022261,3,6,8,13,31,43,52,78
MRC/MWCP,gpw_gpp.daily.grass_lue.model_m_30m_s_20170101_20170228_go_epsg.4326_v1,unknown,band_1,2017,01-01 -- 02-28,428082.6303,16538.52209,5,79,9.816582889,34.61706857,16,20,23,28,41,48,53,61
Harmony in Habitat (HIH) - Tsavo,gpw_gpp.daily.grass_lue.model_m_30m_s_20170101_20170228_go_epsg.4326_v1,unknown,band_1,2017,01-01 -- 02-28,660185.7824,537886.5825,0,82,7.261689814,15.33553114,3,6,7,10,19,25,29,38
"BMZ II (Olgulului GR, Kimana GR, Kimana - Nolturesh",gpw_gpp.daily.grass_lue.model_m_30m_s_20170101_20170228_go_epsg.4326_v1,unknown,band_1,2017,01-01 -- 02-28,308640.3885,199960.8425,0,96,4.389822172,6.46489969,0,1,1,3,9,12,15,20
Harmony in Habitat (HIH) - Mau,gpw_gpp.daily.grass_lue.model_m_30m_s_20170101_20170228_go_epsg.4326_v1,unknown,band_1,2017,01-01 -- 02-28,168550.7956,8533.402861,23,109,12.4894858,62.68797779,37,43,47,54,71,79,84,96
BMZ II (TZ),gpw_gpp.daily.grass_lue.model_m_30m_s_20170101_20170228_go_epsg.4326_v1,unknown,band_1,2017,01-01 -- 02-28,254278.8993,39534.89247,0,107,17.46573209,32.71218033,5,8,12,18,46,58,63,71
REDAA,gpw_gpp.daily.grass_lue.model_m_30m_s_20170101_20170228_go_epsg.4326_v1,unknown,band_1,2017,01-01 -- 02-28,99249.12992,94719.21956,0,30,3.200792088,8.378020625,3,4,5,6,10,13,15,18
IWT and Darwin innovation project,gpw_gpp.daily.grass_lue.model_m_30m_s_20080301_20080430_go_epsg.4326_v1,unknown,band_1,2008,03-01 -- 04-30,96800.3271,70647.62126,1,96,14.13885801,24.47635959,5,7,8,11,34,44,51,60
FLR - Amboseli,gpw_gpp.daily.grass_lue.model_m_30m_s_20080301_20080430_go_epsg.4326_v1,unknown,band_1,2008,03-01 -- 04-30,25138.82358,1632.281134,6,88,13.45938634,35.56112602,11,16,19,25,46,54,58,66
Siana Dispersal Area - More Space 4 Wildlife,gpw_gpp.daily.grass_lue.model_m_30m_s_20080301_20080430_go_epsg.4326_v1,unknown,band_1,2008,03-01 -- 04-30,64548.62886,30493.05787,6,84,7.369704603,53.37682154,36,42,44,48,58,63,66,70
OTTO - Support to Nasaru Conservancy,gpw_gpp.daily.grass_lue.model_m_30m_s_20080301_20080430_go_epsg.4326_v1,unknown,band_1,2008,03-01 -- 04-30,69697.25079,31071.23541,0,68,8.143456053,25.61339565,13,16,17,20,29,37,43,52
Land for Life,gpw_gpp.daily.grass_lue.model_m_30m_s_20080301_20080430_go_epsg.4326_v1,unknown,band_1,2008,03-01 -- 04-30,886805.3359,569654.1396,0,96,15.56195732,30.18413238,3,7,10,18,41,51,57,69
Pachyderm,gpw_gpp.daily.grass_lue.model_m_30m_s_20080301_20080430_go_epsg.4326_v1,unknown,band_1,2008,03-01 -- 04-30,807810.2672,360051.4194,0,95,12.42230574,32.0404335,9,13,16,23,40,48,53,65
MRC/MWCP,gpw_gpp.daily.grass_lue.model_m_30m_s_20080301_20080430_go_epsg.4326_v1,unknown,band_1,2008,03-01 -- 04-30,428082.6303,12632.94174,0,91,10.77932394,46.12979455,24,30,33,39,53,60,65,75
Harmony in Habitat (HIH) - Tsavo,gpw_gpp.daily.grass_lue.model_m_30m_s_20080301_20080430_go_epsg.4326_v1,unknown,band_1,2008,03-01 -- 04-30,660185.7824,523005.9925,0,86,10.09020912,33.80257031,13,18,21,27,41,47,51,59
"BMZ II (Olgulului GR, Kimana GR, Kimana - Nolturesh",gpw_gpp.daily.grass_lue.model_m_30m_s_20080301_20080430_go_epsg.4326_v1,unknown,band_1,2008,03-01 -- 04-30,308640.3885,199738.7552,0,84,8.561135352,18.9722755,4,8,10,13,23,30,36,46
Harmony in Habitat (HIH) - Mau,gpw_gpp.daily.grass_lue.model_m_30m_s_20080301_20080430_go_epsg.4326_v1,unknown,band_1,2008,03-01 -- 04-30,168550.7956,7690.970881,20,106,13.73311476,57.00876202,33,38,41,46,67,77,82,89
BMZ II (TZ),gpw_gpp.daily.grass_lue.model_m_30m_s_20080301_20080430_go_epsg.4326_v1,unknown,band_1,2008,03-01 -- 04-30,254278.8993,44970.57449,0,94,15.46733392,34.00096643,0,6,14,25,44,54,60,70
REDAA,gpw_gpp.daily.grass_lue.model_m_30m_s_20080301_20080430_go_epsg.4326_v1,unknown,band_1,2008,03-01 -- 04-30,99249.12992,95113.55897,1,62,9.500892829,21.14022349,7,9,11,14,26,35,41,48
IWT and Darwin innovation project,gpw_gpp.daily.grass_lue.model_m_30m_s_20000501_20000630_go_epsg.4326_v1,unknown,band_1,2000,05-01 -- 06-30,96800.3271,67241.33532,0,69,7.230997366,12.34787458,3,4,5,7,17,23,26,31
FLR - Amboseli,gpw_gpp.daily.grass_lue.model_m_30m_s_20000501_20000630_go_epsg.4326_v1,unknown,band_1,2000,05-01 -- 06-30,25138.82358,1166.79325,4,57,5.101074949,14.4620349,6,7,8,11,18,21,22,27
Siana Dispersal Area - More Space 4 Wildlife,gpw_gpp.daily.grass_lue.model_m_30m_s_20000501_20000630_go_epsg.4326_v1,unknown,band_1,2000,05-01 -- 06-30,64548.62886,27830.62738,11,68,8.672348808,32.08515941,18,19,21,25,39,43,47,52
OTTO - Support to Nasaru Conservancy,gpw_gpp.daily.grass_lue.model_m_30m_s_20000501_20000630_go_epsg.4326_v1,unknown,band_1,2000,05-01 -- 06-30,69697.25079,28419.82066,4,53,4.431594085,21.47312415,12,15,17,19,24,26,29,36
Land for Life,gpw_gpp.daily.grass_lue.model_m_30m_s_20000501_20000630_go_epsg.4326_v1,unknown,band_1,2000,05-01 -- 06-30,886805.3359,541362.5385,0,91,12.6239879,19.02034937,2,4,5,8,28,37,42,53
Pachyderm,gpw_gpp.daily.grass_lue.model_m_30m_s_20000501_20000630_go_epsg.4326_v1,unknown,band_1,2000,05-01 -- 06-30,807810.2672,379305.1105,0,86,11.63716094,26.55104975,12,15,17,19,29,45,54,64
MRC/MWCP,gpw_gpp.daily.grass_lue.model_m_30m_s_20000501_20000630_go_epsg.4326_v1,unknown,band_1,2000,05-01 -- 06-30,428082.6303,16116.02699,0,92,14.05144446,47.30591503,23,27,30,37,57,68,74,81
Harmony in Habitat (HIH) - Tsavo,gpw_gpp.daily.grass_lue.model_m_30m_s_20000501_20000630_go_epsg.4326_v1,unknown,band_1,2000,05-01 -- 06-30,660185.7824,516380.4992,0,72,8.45495349,26.27102198,11,14,16,20,31,38,42,49
"BMZ II (Olgulului GR, Kimana GR, Kimana - Nolturesh",gpw_gpp.daily.grass_lue.model_m_30m_s_20000501_20000630_go_epsg.4326_v1,unknown,band_1,2000,05-01 -- 06-30,308640.3885,201605.0568,0,58,5.557276377,15.3654054,5,7,8,12,18,22,25,32
Harmony in Habitat (HIH) - Mau,gpw_gpp.daily.grass_lue.model_m_30m_s_20000501_20000630_go_epsg.4326_v1,unknown,band_1,2000,05-01 -- 06-30,168550.7956,9061.971041,21,100,12.60288605,65.89285138,36,44,48,57,76,82,85,90
BMZ II (TZ),gpw_gpp.daily.grass_lue.model_m_30m_s_20000501_20000630_go_epsg.4326_v1,unknown,band_1,2000,05-01 -- 06-30,254278.8993,56943.89464,0,94,12.09624015,30.54629095,0,14,19,23,37,47,53,63
REDAA,gpw_gpp.daily.grass_lue.model_m_30m_s_20000501_20000630_go_epsg.4326_v1,unknown,band_1,2000,05-01 -- 06-30,99249.12992,95948.34138,0,58,5.441450727,13.6481507,6,7,8,10,16,21,25,32
IWT and Darwin innovation project,gpw_gpp.daily.grass_lue.model_m_30m_s_20000101_20000228_go_epsg.4326_v1,unknown,band_1,2000,01-01 -- 02-28,96800.3271,67241.33532,0,96,8.568498933,15.55999022,5,6,7,9,22,28,32,38
FLR - Amboseli,gpw_gpp.daily.grass_lue.model_m_30m_s_20000101_20000228_go_epsg.4326_v1,unknown,band_1,2000,01-01 -- 02-28,25138.82358,1166.79325,7,88,6.518169841,16.51195258,8,9,10,12,20,26,28,33
Siana Dispersal Area - More Space 4 Wildlife,gpw_gpp.daily.grass_lue.model_m_30m_s_20000101_20000228_go_epsg.4326_v1,unknown,band_1,2000,01-01 -- 02-28,64548.62886,27830.62738,20,85,9.113323577,38.63416656,26,28,29,31,44,52,57,65
OTTO - Support to Nasaru Conservancy,gpw_gpp.daily.grass_lue.model_m_30m_s_20000101_20000228_go_epsg.4326_v1,unknown,band_1,2000,01-01 -- 02-28,69697.25079,28419.82066,8,55,5.622385292,21.93111442,11,13,15,18,25,29,32,37
Land for Life,gpw_gpp.daily.grass_lue.model_m_30m_s_20000101_20000228_go_epsg.4326_v1,unknown,band_1,2000,01-01 -- 02-28,886805.3359,541362.5385,0,107,12.84534605,20.32050226,3,4,6,10,27,38,45,59
Pachyderm,gpw_gpp.daily.grass_lue.model_m_30m_s_20000101_20000228_go_epsg.4326_v1,unknown,band_1,2000,01-01 -- 02-28,807810.2672,379305.1105,0,101,10.34173704,24.02649482,8,11,13,17,29,37,43,59
MRC/MWCP,gpw_gpp.daily.grass_lue.model_m_30m_s_20000101_20000228_go_epsg.4326_v1,unknown,band_1,2000,01-01 -- 02-28,428082.6303,16116.02699,0,90,12.57689211,40.69920026,18,23,25,31,49,58,63,73
Harmony in Habitat (HIH) - Tsavo,gpw_gpp.daily.grass_lue.model_m_30m_s_20000101_20000228_go_epsg.4326_v1,unknown,band_1,2000,01-01 -- 02-28,660185.7824,516380.4992,0,87,7.59873667,21.36775059,9,12,14,16,24,32,37,46
"BMZ II (Olgulului GR, Kimana GR, Kimana - Nolturesh",gpw_gpp.daily.grass_lue.model_m_30m_s_20000101_20000228_go_epsg.4326_v1,unknown,band_1,2000,01-01 -- 02-28,308640.3885,201605.0568,0,70,4.609109162,13.23544874,5,7,8,10,15,19,21,28
Harmony in Habitat (HIH) - Mau,gpw_gpp.daily.grass_lue.model_m_30m_s_20000101_20000228_go_epsg.4326_v1,unknown,band_1,2000,01-01 -- 02-28,168550.7956,9061.971041,24,115,13.64311464,56.54249187,33,37,40,46,66,77,82,89
BMZ II (TZ),gpw_gpp.daily.grass_lue.model_m_30m_s_20000101_20000228_go_epsg.4326_v1,unknown,band_1,2000,01-01 -- 02-28,254278.8993,56943.89464,0,109,13.76158256,30.84922033,8,15,17,21,37,52,60,70
REDAA,gpw_gpp.daily.grass_lue.model_m_30m_s_20000101_20000228_go_epsg.4326_v1,unknown,band_1,2000,01-01 -- 02-28,99249.12992,95948.34138,0,49,4.698219928,12.76296881,6,7,8,10,15,19,23,28
IWT and Darwin innovation project,gpw_gpp.daily.grass_lue.model_m_30m_s_20170501_20170630_go_epsg.4326_v1,unknown,band_1,2017,05-01 -- 06-30,96800.3271,66156.54606,0,89,9.843539315,18.7984712,5,7,8,11,25,33,38,46
FLR - Amboseli,gpw_gpp.daily.grass_lue.model_m_30m_s_20170501_20170630_go_epsg.4326_v1,unknown,band_1,2017,05-01 -- 06-30,25138.82358,1795.563034,0,69,5.440491175,9.213069154,2,3,3,5,13,17,19,23
Siana Dispersal Area - More Space 4 Wildlife,gpw_gpp.daily.grass_lue.model_m_30m_s_20170501_20170630_go_epsg.4326_v1,unknown,band_1,2017,05-01 -- 06-30,64548.62886,29381.55851,4,65,7.585001359,29.62849657,16,19,20,24,35,40,44,50
OTTO - Support to Nasaru Conservancy,gpw_gpp.daily.grass_lue.model_m_30m_s_20170501_20170630_go_epsg.4326_v1,unknown,band_1,2017,05-01 -- 06-30,69697.25079,30632.52317,0,52,6.120499833,13.29270184,2,5,6,9,17,21,25,31
Land for Life,gpw_gpp.daily.grass_lue.model_m_30m_s_20170501_20170630_go_epsg.4326_v1,unknown,band_1,2017,05-01 -- 06-30,886805.3359,572174.4137,0,96,13.27213634,21.55785953,3,5,6,11,28,40,48,63
Pachyderm,gpw_gpp.daily.grass_lue.model_m_30m_s_20170501_20170630_go_epsg.4326_v1,unknown,band_1,2017,05-01 -- 06-30,807810.2672,318537.1294,0,87,12.50702669,31.28231677,11,15,18,22,39,50,55,65
MRC/MWCP,gpw_gpp.daily.grass_lue.model_m_30m_s_20170501_20170630_go_epsg.4326_v1,unknown,band_1,2017,05-01 -- 06-30,428082.6303,16538.52209,0,86,13.81657253,47.96483805,20,28,31,37,58,67,72,78
Harmony in Habitat (HIH) - Tsavo,gpw_gpp.daily.grass_lue.model_m_30m_s_20170501_20170630_go_epsg.4326_v1,unknown,band_1,2017,05-01 -- 06-30,660185.7824,537886.5825,0,82,10.76336626,25.81298864,9,12,14,18,32,41,47,57
"BMZ II (Olgulului GR, Kimana GR, Kimana - Nolturesh",gpw_gpp.daily.grass_lue.model_m_30m_s_20170501_20170630_go_epsg.4326_v1,unknown,band_1,2017,05-01 -- 06-30,308640.3885,199960.8425,0,68,8.1778055,15.80848524,2,5,6,10,21,27,30,39
Harmony in Habitat (HIH) - Mau,gpw_gpp.daily.grass_lue.model_m_30m_s_20170501_20170630_go_epsg.4326_v1,unknown,band_1,2017,05-01 -- 06-30,168550.7956,8533.402861,12,95,11.49017572,66.4063717,29,47,52,60,75,80,83,87
BMZ II (TZ),gpw_gpp.daily.grass_lue.model_m_30m_s_20170501_20170630_go_epsg.4326_v1,unknown,band_1,2017,05-01 -- 06-30,254278.8993,39534.89247,0,90,13.50752015,34.07076918,5,13,17,25,43,52,58,68
REDAA,gpw_gpp.daily.grass_lue.model_m_30m_s_20170501_20170630_go_epsg.4326_v1,unknown,band_1,2017,05-01 -- 06-30,99249.12992,94719.21956,0,70,6.960625105,15.40213776,7,8,9,10,19,25,29,38
IWT and Darwin innovation project,gpw_cultiv.grassland_rf.savgol_p_30m_20210101_20211231_go_epsg.4326_v1,unknown,band_1,2021,01-01 -- 12-31,96800.3271,95964.00694,0,47,4.278597768,17.81537768,4,11,13,15,21,23,25,28
FLR - Amboseli,gpw_cultiv.grassland_rf.savgol_p_30m_20210101_20211231_go_epsg.4326_v1,unknown,band_1,2021,01-01 -- 12-31,25138.82358,24453.17423,0,43,3.974935302,19.36468274,2,13,15,18,22,23,25,27
Siana Dispersal Area - More Space 4 Wildlife,gpw_cultiv.grassland_rf.savgol_p_30m_20210101_20211231_go_epsg.4326_v1,unknown,band_1,2021,01-01 -- 12-31,64548.62886,64078.13422,0,52,5.70161066,19.71729007,3,8,12,17,23,26,28,31
OTTO - Support to Nasaru Conservancy,gpw_cultiv.grassland_rf.savgol_p_30m_20210101_20211231_go_epsg.4326_v1,unknown,band_1,2021,01-01 -- 12-31,69697.25079,69570.44489,0,43,4.216883545,17.63488429,9,12,13,15,20,23,25,30
Land for Life,gpw_cultiv.grassland_rf.savgol_p_30m_20210101_20211231_go_epsg.4326_v1,unknown,band_1,2021,01-01 -- 12-31,886805.3359,838901.7978,0,60,6.77165021,16.69081998,4,7,8,11,21,26,28,33
Pachyderm,gpw_cultiv.grassland_rf.savgol_p_30m_20210101_20211231_go_epsg.4326_v1,unknown,band_1,2021,01-01 -- 12-31,807810.2672,784352.5145,0,65,7.834264699,25.97923473,5,13,16,21,31,35,38,45
MRC/MWCP,gpw_cultiv.grassland_rf.savgol_p_30m_20210101_20211231_go_epsg.4326_v1,unknown,band_1,2021,01-01 -- 12-31,428082.6303,392445.3438,0,54,6.073278561,20.9714072,5,10,13,17,25,28,30,35
Harmony in Habitat (HIH) - Tsavo,gpw_cultiv.grassland_rf.savgol_p_30m_20210101_20211231_go_epsg.4326_v1,unknown,band_1,2021,01-01 -- 12-31,660185.7824,656951.2601,0,71,8.654471187,33.62547458,13,19,22,28,40,45,47,52
"BMZ II (Olgulului GR, Kimana GR, Kimana - Nolturesh",gpw_cultiv.grassland_rf.savgol_p_30m_20210101_20211231_go_epsg.4326_v1,unknown,band_1,2021,01-01 -- 12-31,308640.3885,307108.4195,0,42,4.810750498,17.0729329,6,9,11,14,20,23,25,28
Harmony in Habitat (HIH) - Mau,gpw_cultiv.grassland_rf.savgol_p_30m_20210101_20211231_go_epsg.4326_v1,unknown,band_1,2021,01-01 -- 12-31,168550.7956,107679.7465,0,71,10.65702889,16.32980201,0,2,4,8,22,31,37,49
BMZ II (TZ),gpw_cultiv.grassland_rf.savgol_p_30m_20210101_20211231_go_epsg.4326_v1,unknown,band_1,2021,01-01 -- 12-31,254278.8993,222091.1866,0,65,9.600586514,19.99451759,1,4,7,13,27,32,36,43
REDAA,gpw_cultiv.grassland_rf.savgol_p_30m_20210101_20211231_go_epsg.4326_v1,unknown,band_1,2021,01-01 -- 12-31,99249.12992,98358.40677,2,39,4.425941174,18.75081266,9,12,13,16,22,24,26,30
